Address,Latitude,Longitude,Type
MAFI CITY MALL,8.9963835,38.7876821,"cafe,establishment,food,point_of_interest,shopping_mall"
"SARIS,ADYE ABEBA",8.956843,38.763848,"establishment,point_of_interest,shopping_mall"
"KAZANCHIS,KEREN HOTEL",9.016298,38.767855,"establishment,lodging,point_of_interest"
yod abyssiniya,8.9967992,38.7317707,"establishment,food,point_of_interest,restaurant"
yewod abysinia,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
vole sheger ,8.9931563,38.7847571,"church,establishment,place_of_worship,point_of_interest"
urael church,8.9931563,38.7847571,"church,establishment,place_of_worship,point_of_interest"
tuluduimtu,8.9835533,38.6952423,"establishment,point_of_interest,school"
toryhayloch,9.0095722,38.7206376,"bus_station,establishment,point_of_interest,transit_station"
tela gym,9.0105015,38.77064,"establishment,gym,health,point_of_interest"
solote,9.0234667,38.8257587,"establishment,lodging,point_of_interest"
shola mesgid,9.0330252,38.7410731,"establishment,mosque,place_of_worship,point_of_interest"
sarbet fantu super market,8.9919228,38.7819941,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
sarbet fantu,8.9928215,38.7382435,"bus_station,establishment,point_of_interest,transit_station"
olompiya head office,9.0043588,38.7680892,"bus_station,establishment,point_of_interest,transit_station"
norway embassy,8.9881828,38.7332294,"embassy,establishment,point_of_interest"
mkanisa ,8.988343,38.7315822,"neighborhood,political"
meti bulding,9.0005536,38.7835126,"establishment,point_of_interest"
mega cameroon,9.0365102,38.7632337,"book_store,establishment,point_of_interest,store"
kera gebrial,9.0295254,38.7742335,route
kebena yeka guest,9.0327275,38.78169,"establishment,lodging,point_of_interest"
kasanchis nega,9.0165951,38.765763,"establishment,point_of_interest,shopping_mall"
jsummit,9.0027996,38.8528952,"establishment,place_of_worship,point_of_interest"
felamingo,9.0088253,38.7643871,"establishment,food,point_of_interest,restaurant"
elile hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
edinamall,8.9973888,38.7867701,"establishment,point_of_interest,shopping_mall"
damo hotel,9.0156763,38.7849911,"establishment,lodging,point_of_interest"
coco,8.9907707,38.7940687,"bar,establishment,point_of_interest"
chichiniya chake coffee,9.0067602,38.8177381,"cafe,establishment,food,point_of_interest,store"
central shewa 22,8.9800689,38.7989319,"airport,establishment,point_of_interest"
candas home greek club,9.0084889,38.7685824,"establishment,food,point_of_interest,restaurant"
bosten,8.9907495,38.7837711,"establishment,point_of_interest,spa"
bole rwanda ,8.9869641,38.7806332,"establishment,point_of_interest,taxi_stand"
bole medhanialem beza building,8.9939157,38.7901792,premise
bole imperial,9.0027297,38.8006456,"establishment,lodging,point_of_interest"
adisu michael,9.040745,38.733211,"church,establishment,place_of_worship,point_of_interest"
22 shema super market,9.0098881,38.7720447,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
 meskel flower,8.9957193,38.7666632,route
karl square ,8.9976452,38.7307478,"church,establishment,place_of_worship,point_of_interest"
Checheho,9.0034283,38.7959962,"establishment,food,point_of_interest,restaurant"
effoi kazancis ,9.0132543,38.7684878,"establishment,food,point_of_interest,restaurant"
assko bar,8.9906191,38.7838173,"bar,establishment,night_club,point_of_interest"
torhailoch ,9.0095722,38.7206376,"bus_station,establishment,point_of_interest,transit_station"
toto,9.0071802,38.8062483,"establishment,food,point_of_interest,restaurant"
realines hotel,8.9918149,38.7877786,"establishment,lodging,point_of_interest"
24(one planet school),9.0154401,38.8011588,"establishment,point_of_interest,school"
lideta building,9.0109011,38.7373914,premise
rownada embassy jera,8.9881665,38.7769854,"embassy,establishment,point_of_interest"
meskel flower dabun godara,8.9881294,38.7647506,"establishment,lodging,point_of_interest"
wello sefer world bank ,8.9934177,38.7769398,"establishment,finance,point_of_interest"
ICS sarbet,8.9963835,38.7279819,"establishment,point_of_interest,school"
Exhibition,9.0093015,38.7621006,"establishment,point_of_interest,shopping_mall"
nega bonger hotel,8.9519359,38.7612349,"establishment,lodging,point_of_interest"
gebeta,8.9931782,38.7923491,"establishment,food,point_of_interest,restaurant"
mks,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
T/hospital,9.0201489,38.7495809,"establishment,hospital,point_of_interest"
nmc broad way hotel,8.9827676,38.7790051,"establishment,lodging,point_of_interest"
meskel flower dream liner hotel,8.9951333,38.7670022,"bar,establishment,lodging,point_of_interest"
rassia camp,9.0428003,38.7620135,"establishment,park,point_of_interest"
bole international ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
atlas Saphhire builidng tomoka hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
atlas washington hotel,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
"bole, ambasador hotel ",8.9920334,38.7882155,"establishment,lodging,point_of_interest"
coyca cofee,9.0308647,38.7507747,"cafe,establishment,food,point_of_interest"
techno rebcca building,9.0155921,38.7847956,premise
techno serve ,9.0155921,38.7847956,premise
"22, BAHIR ZAF RESTURANT",9.016658,38.784208,"establishment,food,point_of_interest,restaurant"
BOLE BRASS HOSPITAL,8.9900395,38.7935202,"establishment,hospital,point_of_interest"
"GERJI,BEZA INTERNATIONAL CHURCH",9.0094697,38.8055181,"church,establishment,place_of_worship,point_of_interest"
GIEZ BAR,9.0166736,38.7823083,"bar,establishment,point_of_interest"
OLOPIACOS CONDOMINIUM,8.9847827,38.7557975,"establishment,point_of_interest"
Sanaa restaurant,8.9992294,38.7681398,"establishment,food,point_of_interest,restaurant"
SARBET ADOMS PAVLION,8.9928215,38.7382435,"bus_station,establishment,point_of_interest,transit_station"
YERER URAEL CHURCH,9.0023249,38.8244525,"church,establishment,place_of_worship,point_of_interest"
22 BAHIRZAF RESTURANT,9.016658,38.784208,"establishment,food,point_of_interest,restaurant"
EDNA ADDIS,9.0241727,38.7763138,"establishment,lodging,point_of_interest"
FILINSTONE HOMES,9.0008487,38.8367987,"establishment,point_of_interest"
GEZE BAR,9.0166736,38.7823083,"bar,establishment,point_of_interest"
GIZ BAR,9.0166736,38.7823083,"bar,establishment,point_of_interest"
GIZ OFFICE,9.015201,38.7683917,"establishment,point_of_interest"
JAPAN MARKET,9.0232707,38.7940979,"establishment,point_of_interest"
LIUEL CINIMA,8.9900319,38.7849083,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
SHOLLA MICHAEL CHURCH,8.9698652,38.7659159,"church,establishment,place_of_worship,point_of_interest"
SIHONAT HOTEL,8.9946503,38.7848761,"establishment,lodging,point_of_interest"
VANCUSH,8.9996672,38.7849496,"bar,establishment,night_club,point_of_interest"
AIRPORT,8.9800689,38.7989319,"airport,establishment,point_of_interest"
Ayat Apartments,9.0156295,38.7692511,"establishment,point_of_interest,premise"
BLACKROSS BAR,8.9907466,38.7837717,"bar,establishment,night_club,point_of_interest"
yek aabado,9.0665636,38.8702727,"establishment,point_of_interest"
world bak,8.9934177,38.7769398,"establishment,finance,point_of_interest"
wello sefer TK,8.9924014,38.7757111,"establishment,mosque,place_of_worship,point_of_interest,premise"
semayn hotel,9.0440595,38.7490502,"establishment,lodging,point_of_interest"
saris abo abune gorgoriyos church,8.9451405,38.7706822,"church,establishment,place_of_worship,point_of_interest"
sanfod,9.0364311,38.7724812,"establishment,point_of_interest,school"
richa,9.0165345,38.7662522,"establishment,food,point_of_interest,restaurant"
rebca building,9.0155921,38.7847956,premise
raddison blue,9.016298,38.767855,"establishment,lodging,point_of_interest"
MKs kichen,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
mariot,9.010417,38.765156,"establishment,lodging,point_of_interest"
kebena ,9.030075,38.7760791,"political,sublocality,sublocality_level_1"
gedam sefer,9.0202723,38.7182845,"church,establishment,place_of_worship,point_of_interest,premise"
fana broadcasting corportation ,9.0177689,38.7486586,"establishment,point_of_interest"
europian embassy,9.0305289,38.788079,"embassy,establishment,point_of_interest"
ethiopian hotel,8.995529,38.787224,"establishment,lodging,point_of_interest"
ellili hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
ednamall ,8.9973888,38.7867701,"establishment,point_of_interest,shopping_mall"
bole ednamall,8.9973888,38.7867701,"establishment,point_of_interest,shopping_mall"
bisrate gav,9.0001095,38.7391864,"establishment,point_of_interest"
ayat zone 2,9.0234472,38.8717911,"establishment,point_of_interest"
atlas racon,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
atlas NB,9.018309,38.7959647,"bank,establishment,finance,point_of_interest"
atlas internaitonal hotel,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
"22, ZERIHUN BUILDING",9.0142633,38.7821707,"establishment,point_of_interest,real_estate_agency"
AWARE,9.0270324,38.7688831,"neighborhood,political"
"BOLE,BRAS HOSPITAL",8.9900395,38.7935202,"establishment,hospital,point_of_interest"
MINTWAB BUILDING,9.0086531,38.771106,premise
SAFARI ADDIS HOTEL,9.0001579,38.7833704,"establishment,lodging,point_of_interest"
kazanchis fendka azmari,9.019046,38.770218,"establishment,point_of_interest"
gerji sunshine ,8.9943122,38.8115565,"establishment,point_of_interest"
dwlex ferniture ,8.9897223,38.7726215,"establishment,furniture_store,home_goods_store,point_of_interest,store"
park plazza building,9.016298,38.767855,"establishment,lodging,point_of_interest"
mintwab building ,9.0086531,38.771106,premise
goro toletston realestate,8.998764,38.785166,"establishment,point_of_interest,real_estate_agency"
mamona hotel,8.9908767,38.7852288,"establishment,lodging,point_of_interest"
vloung kasanchis,9.0138749,38.7697939,"bar,establishment,night_club,point_of_interest"
gift roal estate,8.9987099,38.7590441,"establishment,point_of_interest"
ethiobole supermarket ,8.9919682,38.7818654,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
BELLA PASTA,9.0194448,38.840199,"establishment,food,point_of_interest,restaurant"
ENAT BANK,9.0203088,38.7993856,"bank,establishment,finance,point_of_interest"
GERMEN EMBASSY,9.0272971,38.7791862,"establishment,point_of_interest,school"
GIHON HOTEL,9.013381,38.7610321,"establishment,lodging,point_of_interest"
NATIONAL THEATER,9.0162866,38.7523621,"establishment,point_of_interest"
BATA ROWANDA,8.9862885,38.7746787,"establishment,food,point_of_interest,restaurant"
BOLE SUPER MARKET,8.9919682,38.7818654,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
GIFT REAL ESTATE,8.9987099,38.7590441,"establishment,point_of_interest"
GORO,8.9975378,38.8296965,"locality,political"
NATIONAL HOTEL,9.0127949,38.7624683,"establishment,lodging,point_of_interest"
PARK PLAZA BUILDING,9.016298,38.767855,"establishment,lodging,point_of_interest"
TOMY TOWER,9.0080914,38.7650844,"establishment,point_of_interest,shopping_mall"
"KAZANCHIS,V LOUNGE",9.0138749,38.7697939,"bar,establishment,night_club,point_of_interest"
DELEO POL HOTEL,8.995529,38.787224,"establishment,lodging,point_of_interest"
Moenco,9.0154987,38.7443476,"car_dealer,establishment,point_of_interest,store"
SUMMIT DEBORA SCHOOL,9.0179355,38.8473129,"establishment,point_of_interest,school"
TOP VIEW,9.0225554,38.8034105,"establishment,food,point_of_interest,restaurant"
AZMEN HOTEL,9.0010642,38.7827377,"establishment,lodging,point_of_interest"
BERTA COMPOUND,8.998764,38.785166,"establishment,point_of_interest,real_estate_agency"
SIYONAT HOTEL,8.9946503,38.7848761,"establishment,lodging,point_of_interest"
Zola,9.0038634,38.7972683,"establishment,lodging,point_of_interest"
KOREAN RESTURANT,8.9900505,38.7811522,"establishment,food,point_of_interest,restaurant"
"22, LEGTAFO CLUB",8.998764,38.785166,"establishment,point_of_interest,real_estate_agency"
ASAY SCHOOL,9.0364311,38.7724812,"establishment,point_of_interest,school"
"GERJI,KADISCO",8.9953926,38.8141716,"establishment,hospital,point_of_interest"
IBEX HOTEL,8.9889053,38.7714278,"establishment,lodging,point_of_interest"
TELA GYM,9.0201489,38.7495809,"establishment,hospital,point_of_interest"
22 BELLA PASTA,9.0035926,38.7855292,"establishment,food,point_of_interest,restaurant"
BLUE BIRD HOTEL,9.0155324,38.7890654,"establishment,lodging,point_of_interest"
LAFTO HAILE GARMENT,8.9378987,38.7355345,"establishment,point_of_interest"
MERIDIAN HOTEL,8.992579,38.7811823,"establishment,lodging,point_of_interest"
SIDAMA LOUNGE,8.9939542,38.7781352,"establishment,lodging,point_of_interest"
KEVEN HOTEL,8.995529,38.787224,"establishment,lodging,point_of_interest"
tilla GYM ,9.0105015,38.77064,"establishment,gym,health,point_of_interest"
mintwab building,9.0086531,38.771106,premise
olompiacos,9.0084889,38.7685824,"establishment,food,point_of_interest,restaurant"
washington medical center,8.9876638,38.7759031,"establishment,hospital,point_of_interest"
22 global hotel,8.9934481,38.7597643,"establishment,lodging,point_of_interest"
national teatir,9.0162866,38.7523621,"establishment,point_of_interest"
ibex hotel ,8.9889053,38.7714278,"establishment,lodging,point_of_interest"
radison blu hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
juventos club ,9.0092518,38.761096,"establishment,point_of_interest"
the lion gust house,9.023923,38.823467,"establishment,lodging,point_of_interest"
ATLAS PARK PLAZA,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
ELIYNA MOLL,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
GETU COMERICIAL,9.0023505,38.7694194,"establishment,point_of_interest"
HONCOK RESTURANT,9.0162255,38.7893983,"establishment,point_of_interest"
KAZANCHIS NEGA MOLL,9.0165951,38.765763,"establishment,point_of_interest,shopping_mall"
SEFER SELAM,8.9790456,38.7490492,premise
kazanchis zemen bank,9.0169209,38.7667125,"bank,establishment,finance,point_of_interest"
Summit Figa,9.0040823,38.8538752,"establishment,point_of_interest,premise"
oromia rultural institution,9.0435185,38.7494152,"establishment,point_of_interest,school"
wabishebela hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
flert club ,8.9948506,38.7851216,"bar,establishment,night_club,point_of_interest"
grand yordanos hotel,9.0109842,38.7697426,"establishment,lodging,point_of_interest"
bole mulmul bakery,8.9923619,38.7782273,"bakery,establishment,food,point_of_interest,store"
bole NOC ,8.98863,38.790616,"establishment,point_of_interest"
22 DEBRE DAMO HOTEL,9.0156763,38.7849911,"establishment,lodging,point_of_interest"
22 GLOBAL HOTEL,8.9934481,38.7597643,"establishment,lodging,point_of_interest"
BETEL,9.0052887,38.7064755,"establishment,hospital,point_of_interest"
LION GUST HOUSE,9.023923,38.823467,"establishment,lodging,point_of_interest"
NATIONAL TYATER,9.0162866,38.7523621,"establishment,point_of_interest"
OLOMPIACOS,9.0084889,38.7685824,"establishment,food,point_of_interest,restaurant"
kazanchis toal,9.016298,38.767855,"establishment,lodging,point_of_interest"
marriyot hotel,9.010417,38.765156,"establishment,lodging,point_of_interest"
summit sefary,9.031722,38.7704777,"establishment,point_of_interest,premise,university"
sweden embassy,9.0186023,38.7490083,"embassy,establishment,point_of_interest"
"cmc, civil service",9.0231499,38.832285,"establishment,point_of_interest,university"
Nigist Towers Hotel & Apartments,9.013846,38.7674008,"establishment,point_of_interest,premise"
Goro Medhaniyalem,8.9975378,38.8296965,"church,establishment,place_of_worship,point_of_interest"
Kazanchis Gebiwoch,9.0152104,38.7682115,"establishment,point_of_interest"
SEMEN MEZEGAJA SAREM HOTEL,9.0440595,38.7490502,"establishment,point_of_interest"
BOLE MULEMUL BAKERY,9.0199117,38.7863839,"bakery,establishment,food,point_of_interest,store"
BOLE NOC GAS STATION,9.000661,38.803483,"establishment,gas_station,point_of_interest"
COMERCE,9.0129952,38.7494173,"establishment,point_of_interest,university"
GRAND YORDANOS HOTEL,9.0109842,38.7697426,"establishment,lodging,point_of_interest"
MEDHANIALEM MOLL,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
MESRAK ATEKALAYE SCHOOL,9.0364311,38.7724812,"establishment,point_of_interest,school"
OROMIYA CULTURAL INSTITUTION,9.0107512,38.7574214,"establishment,point_of_interest"
"KAZANCHIS,ZEMEN BANK",9.0169209,38.7667125,"bank,establishment,finance,point_of_interest"
bell view ,9.0216412,38.8028996,"establishment,lodging,point_of_interest"
black lion,9.0201489,38.7495809,"establishment,hospital,point_of_interest"
mulmul rowanda,8.9923619,38.7782273,"bakery,establishment,food,point_of_interest,store"
mks bar restaurant,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
22 wegagen bank,9.0050185,38.785311,"bank,establishment,finance,point_of_interest"
harambel hotel,9.0176487,38.7544451,"establishment,lodging,point_of_interest"
AYAT,9.0234472,38.8717911,"establishment,point_of_interest"
MARRIOTT HOTEL,9.010417,38.765156,"establishment,lodging,point_of_interest"
SEMEN MEZEGAJA ,9.0440595,38.7490502,"establishment,point_of_interest"
SWEDEN EMBASSY,9.0186023,38.7490083,"embassy,establishment,point_of_interest"
"KAZANCHIS,TOTAL",9.016298,38.767855,"establishment,lodging,point_of_interest"
"KOTEBA,WESEN BAR",8.9907466,38.7837717,"bar,establishment,night_club,point_of_interest"
black ross bar,8.9907466,38.7837717,"bar,establishment,night_club,point_of_interest"
kebena green valley hotel ,9.0327143,38.7734824,"establishment,lodging,point_of_interest"
ambassador theater ,9.0180798,38.7541624,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
chichiniya effoi pizza ,9.0025438,38.7796968,"establishment,food,point_of_interest,restaurant"
newyork samgan resturant,8.9989801,38.7707893,"establishment,food,point_of_interest,restaurant"
yared music school,9.043198,38.764467,"establishment,point_of_interest,premise,school"
rowanda getu ,9.0023505,38.7694194,"establishment,point_of_interest"
mornarch hotel,8.9946281,38.7855226,"establishment,lodging,point_of_interest"
giba hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
gerji mebrat hail condominium,9.0023365,38.8137821,"establishment,neighborhood,point_of_interest,political"
national musiium ,9.0383933,38.7617288,"establishment,museum,point_of_interest"
bole medhanialem moll,8.9973888,38.7867701,"establishment,point_of_interest"
"kara, negd matema",9.035753,38.8556719,"establishment,point_of_interest,premise"
LIDETA ADDIS FOM AND PLASTIC,8.9919844,38.7466442,"establishment,point_of_interest"
ABYSSINIA BUILDING,8.9947399,38.7905586,"establishment,point_of_interest"
Sarbet Minaye Building,8.9928215,38.7382435,"bus_station,establishment,point_of_interest,transit_station"
"22, WEGAGEN BANK",9.0050185,38.785311,"bank,establishment,finance,point_of_interest"
ADMES,8.997499,38.754642,"establishment,lodging,point_of_interest"
AYAT ZONE 8,9.0234472,38.8717911,"establishment,point_of_interest"
BELLA VIEW,9.0216412,38.8028996,"establishment,lodging,point_of_interest"
HARANBA HOTEL,9.0176487,38.7544451,"establishment,lodging,point_of_interest"
Jan Meda,9.0406584,38.7709343,"establishment,point_of_interest"
"MULEMUL ,ROWANDA",8.9923619,38.7782273,"bakery,establishment,food,point_of_interest,store"
Kebena NOC,9.0336698,38.7765584,"establishment,gas_station,point_of_interest"
"kebena, lomi gust house",9.0353023,38.7711811,"establishment,lodging,point_of_interest"
sheraton addis hotel,9.015466,38.769788,"establishment,lodging,point_of_interest"
piazzza cinima empirte,9.0335375,38.7546813,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
wasbishebele,9.0122623,38.7468421,"establishment,lodging,point_of_interest"
oromia tour,9.014111,38.78063,"establishment,point_of_interest,travel_agency"
gusta restaurant,9.022215,38.7519188,"establishment,food,point_of_interest,restaurant"
tana enginering bole ,8.8914256,38.7745186,"establishment,point_of_interest"
oromia cultural inst,9.0107512,38.7574214,"establishment,point_of_interest"
enderasie condominium,8.9847827,38.7557975,"establishment,point_of_interest"
Yohannes Kitfo,9.0106055,38.7842086,"establishment,food,point_of_interest,restaurant"
"Bole, Fantu Supermarket",8.9919682,38.7818654,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
AMBASADER THEATRE,9.0180798,38.7541624,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
BOLE MEDHANI ALEM MOLL,8.9973888,38.7867701,"establishment,point_of_interest"
CHICHINYA EFFOY PIZZA HOUSE,9.0025438,38.7796968,"establishment,food,point_of_interest,restaurant"
EMPERIAL HOTEL,8.9923288,38.7877679,"establishment,lodging,point_of_interest"
GIBA HOTEL,9.016298,38.767855,"establishment,lodging,point_of_interest"
NYALA MOTORS,9.0106073,38.8019521,"car_dealer,establishment,point_of_interest,store"
WESEN,9.009046,38.7648904,"establishment,general_contractor,point_of_interest"
GUSTO RESTURANT,9.022215,38.7519188,"establishment,food,point_of_interest,restaurant"
"Mintiwab Building, Addis Ababa",9.0086531,38.771106,premise
"PIASSA,CINMA EMPIRE",9.0335375,38.7546813,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
TANA ENGNERING,8.8914256,38.7745186,"establishment,point_of_interest"
KEBNA GUST HOUSE,9.024717,38.790602,"establishment,lodging,point_of_interest"
EIC (Ethiopian Investment Commision),9.0064066,38.7651971,"establishment,point_of_interest"
Friendship Hotel,8.9940225,38.7847689,"establishment,lodging,point_of_interest"
Agona Serawit Cinima,8.9885694,38.7633488,"establishment,point_of_interest,premise"
Gusto Restaurant,9.022215,38.7519188,"establishment,food,point_of_interest,restaurant"
Intercontinental Hotel,9.015466,38.769788,"establishment,lodging,point_of_interest"
"Japan Embassy, China Gebeya",9.0114665,38.8065185,"embassy,establishment,point_of_interest"
Lalibela Hotel,8.9862792,38.7872529,"establishment,point_of_interest"
MORING STAR MOLL,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
Morning Star,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
National Hotel,9.0127949,38.7624683,"establishment,lodging,point_of_interest"
ORANGE VILLAGE HOTEL,9.016298,38.767855,"establishment,lodging,point_of_interest"
Orange Village Hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
"Piassa, Kal City Restaurant",8.992472,38.7754249,"establishment,food,point_of_interest,restaurant"
"Piassa, Kal City Restaurant, Addis Ababa",8.992472,38.7754249,"establishment,food,point_of_interest,restaurant"
Raddison Blu Hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
SARBET YELMA HOTEL,8.9825638,38.7314196,"establishment,lodging,point_of_interest"
Sarbet Yelma Hotel,8.9825638,38.7314196,"establishment,lodging,point_of_interest"
Village Cafe,9.0123006,38.7626406,"cafe,establishment,food,point_of_interest"
Alexandrian Hotel,8.995026,38.778203,"establishment,lodging,point_of_interest"
BEKELO BET,8.9982681,38.7618829,"establishment,point_of_interest,school"
Beklo Bet,8.9982681,38.7618829,"establishment,point_of_interest,school"
Denberwa Hospital,9.0201489,38.7495809,"establishment,hospital,point_of_interest"
ECA Office,9.01475,38.7642074,"establishment,point_of_interest"
Elilly Hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
Nega Building,8.9999798,38.7701506,premise
NEGA CITY MALL,9.0165951,38.765763,"establishment,point_of_interest,shopping_mall"
ROBEL PLAZA,8.9957675,38.7854411,"establishment,park,point_of_interest"
Robel Plaza,8.9957675,38.7854411,"establishment,park,point_of_interest"
Say Cake bet,9.0295567,38.7445495,"bakery,establishment,food,point_of_interest,store"
Sheraton Addis Hotel,9.015466,38.769788,"establishment,lodging,point_of_interest"
STADIUM ,9.0130655,38.756779,"establishment,point_of_interest,stadium"
Tela Building,9.0105015,38.77064,"establishment,point_of_interest"
TILA BUILDING,9.0105015,38.77064,"establishment,gym,health,point_of_interest"
Tila Gym ,9.0105015,38.77064,"establishment,gym,health,point_of_interest"
BALDERAS MEBRAT SQUARE,9.028504,38.7844597,"establishment,lodging,point_of_interest"
Migbare Senay ,9.0243593,38.7782662,"establishment,hospital,point_of_interest"
"Bole, Yewod Abissinya Bar",8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
"Commerce, Oromia Building",9.0129952,38.7494173,"establishment,point_of_interest"
"Gerji, Mebrat Haile",9.0043525,38.8099221,premise
Gurdshola,9.0177958,38.8159694,"neighborhood,political"
GURDSOLA,9.0177958,38.8159694,"neighborhood,political"
KAZANCHIS JUPITER HOTEL,9.0162482,38.7684143,"establishment,lodging,point_of_interest"
"Kazanchis, Bole Taxi ",9.018468,38.8015625,"establishment,point_of_interest"
"Kazanchis, Jupiter Hotel",9.0162482,38.7684143,"establishment,lodging,point_of_interest"
"Kazanchis, Yordanos Hotel",9.0109842,38.7697426,"establishment,lodging,point_of_interest"
Mafi City Mall,8.9963835,38.7876821,"cafe,establishment,food,point_of_interest,shopping_mall"
MAFI MOLL,8.9963835,38.7876821,"cafe,establishment,food,point_of_interest,shopping_mall"
MEXICO COMMERCE,9.0102287,38.7445091,"bank,establishment,finance,point_of_interest"
"Saris, Addisu Sefer",8.9552141,38.7721541,"neighborhood,political"
Ambassel Building,8.9856636,38.7677787,"establishment,point_of_interest"
"Wellosefer, Ambasel Building",8.9856636,38.7677787,"establishment,point_of_interest"
WOSEN HILESIDE SCHOOL,9.0279223,38.8326895,"establishment,point_of_interest,school"
"Wossen, Hillside School",9.0279223,38.8326895,"establishment,point_of_interest,school"
"Yerer Ber, St Urael Church",9.0023249,38.8244525,"church,establishment,place_of_worship,point_of_interest"
YERER ST URAEL CHURCH,9.0023249,38.8244525,"church,establishment,place_of_worship,point_of_interest"
"KAZANCHIS,YORDANOS HOTEL",9.0109842,38.7697426,"establishment,lodging,point_of_interest"
Kore Square,9.0102464,38.7613592,"establishment,neighborhood,point_of_interest,political"
KOREA SQUARE,8.9900505,38.7811522,"establishment,food,point_of_interest,restaurant"
"22,  St Gabriel",9.0136265,38.8377981,"establishment,hospital,point_of_interest"
Arogew Kera,9.026885,38.758548,route
"Atlas, Azeman Hotel",9.016298,38.767855,"establishment,lodging,point_of_interest"
"Gerji, Kadisco Hospital",8.9953926,38.8141716,"establishment,hospital,point_of_interest"
GERMEN SQUARE,8.9643517,38.7326431,"establishment,point_of_interest,premise"
Oromia Bahel Maekel,9.0107512,38.7574214,"establishment,point_of_interest"
Sweden Embassy,9.0186023,38.7490083,"embassy,establishment,point_of_interest"
2000 Habesha Restaurant,9.0014322,38.7815495,"establishment,food,point_of_interest,restaurant"
"4 killo, Billos Hotel",9.0361657,38.7630358,"establishment,lodging,point_of_interest"
ADDIS ZONE,8.9806034,38.7577605,"locality,political"
AMBASADER HOTEL,8.9920334,38.7882155,"establishment,lodging,point_of_interest"
Ambassador Hotel ,8.9920334,38.7882155,"establishment,lodging,point_of_interest"
APHARENSIS HOTEL,9.0170232,38.8014254,"establishment,lodging,point_of_interest"
Apharnesis Hotel,9.0170232,38.8014254,"establishment,lodging,point_of_interest"
Bole High School,8.9987996,38.787665,"establishment,point_of_interest,school"
"Estifanos, National Hotel",9.0127949,38.7624683,"establishment,lodging,point_of_interest"
"OLOMPIACOS, ADMAS COLLEGE",9.0235598,38.786431,"establishment,point_of_interest,university"
"Olompiacos, Admas College",9.0235598,38.786431,"establishment,point_of_interest,university"
Saromaria Hotel ,8.9943528,38.7852252,"establishment,lodging,point_of_interest"
"Sloven Hotel, Addis Ababa",9.016298,38.767855,"establishment,lodging,point_of_interest"
"Zerihun Building, Addis Zone",9.0142633,38.7821707,"establishment,point_of_interest,real_estate_agency"
Kebena Round,9.0347927,38.7773727,"establishment,point_of_interest"
"4 Killo, Tosa Restaurant",9.0361657,38.7630358,"establishment,point_of_interest"
ANAT BUILDING,9.0298931,38.7534463,"establishment,point_of_interest,premise"
Biras Hospital,9.0201489,38.7495809,"establishment,hospital,point_of_interest"
Black Rose,8.9907466,38.7837717,"bar,establishment,night_club,point_of_interest"
"Bole, Oromia Tower",9.0109168,38.7978256,premise
ETHIOPIA HOTEL,9.016298,38.767855,"establishment,lodging,point_of_interest"
HIBER ETHIOPIA,8.9741599,38.7215763,"establishment,point_of_interest,school"
"Lancha, Concord Hotel",8.98989,38.7588941,"establishment,lodging,point_of_interest"
LANCHA.CONCORD HOTEL,8.98989,38.7588941,"establishment,lodging,point_of_interest"
Millennium Adarash,8.9902942,38.7895542,"city_hall,establishment,local_government_office,point_of_interest"
NATIONAL MUSIUM,9.0383933,38.7617288,"establishment,museum,point_of_interest"
